Name	In_TC1	In_TC4	In_TC6	In_TC8	QY1	QY2	QY4	QY5
4'-O-Methylbroussochalcone B	1109825.294	242935.7822	832514.7804	327138.9393	51560518.46	782387.5897	921394.4977	128742938
Lysops 22:6	290474.1009	180913.4543	297837.2859	248278.2851	439379.6736	681536.0096	332498.6201	375550.5079
1-(4-chlorophenyl)-4-hydroxy-6-isopropyl-3-phenylpyridin-2(1H)-one	3633592.024	3445016.764	7583842.316	3048599.698	11462876.36	20205801.22	9879782.947	2314785.942
FAHFA (18:1/20:3)	34783185.58	22453968.87	22359765.97	19714521.03	18241619.31	9386388.609	37362212.13	45715562.29
D-(+)-Camphor	8744047.603	2790314.304	29958335.69	10728976.09	36332391.09	18259691.04	31202563.93	31146590.18
Pregnanetriol	2179225.78	13556078.89	7099709.388	4994730.954	111779266.1	86513075.53	13550358.24	32840566.84
Levodopa	3907016.986	2029456.026	6354532.846	2772100.823	11180048.28	5944658.163	31203240.65	10488300.8
(-)-Caryophyllene oxide	53127360.67	51376112.09	69106377.83	63206842.09	53150994.72	42171179.87	50907771.03	86436450.81
L-Aspartic acid	491831836	495754497.1	262589124.8	394078586.8	17978802.23	11521481.19	62662671.82	92448095.45
Epinephrine bitartrate	357929.8277	343389.6428	365590.0515	1874958.58	323656.7002	332927.7652	420205.1123	320754.4443
PMK	2582699.169	2282965.903	6772960.905	34930477.37	44086362.5	85237688.87	1720303.826	2998219.611
Kahweol	14922862.46	5767496.204	21593393.88	7168619.801	43966658.45	85178028.64	58920388.12	48916645.82
ALK	1697223.631	388049.3136	1346629.336	321424.0042	487523.821	101140.0757	1935850.473	956028.2848
TBB	1183466.54	973807.868	1247380.808	641502.7851	305637.6772	317610.3041	1145501.828	298286.1958
LQH	938560.4671	546507.3696	327882.0349	225501.7582	572638.0561	284930.6009	1863440.408	617977.533
N-Acetyl-D-galactosamine	709867067.1	209382264	1860482666	1235568412	56312742.96	8969068.429	15112158.97	48666583.22
Jujuboside B	944065.8121	448833.0181	1163306.788	938381.2727	842996.8398	1887498.455	35708937.87	7208881.157
PC (14:0e/8:0)	913045.2211	1112747.404	1215920.226	536265.4199	288843.0785	156273.1503	179108.8582	217422.6966
ACar 18:2	7573210.617	59527004.41	895173.3368	314604.8805	585618.5127	428148.1066	570649.6102	595565.7413
"13,14-dihydro Prostaglandin E1"	1148078.043	10585523.24	3579589.9	5004629.642	92006100.93	83943708.86	8586131.974	24888720.7
16(R)-HETE	6640597.819	2403708.883	8513066.011	3770284.985	2663990.845	636613.8337	98005696	2439243.006
"5-(hydroxymethyl)-4-methoxy-2,5-dihydrofuran-2-one"	240873.3848	144029.2659	256343.6037	199109.9963	2016055.428	1559629.386	269182.8073	350577.6458
"1,7-Diphenylhept-4-en-3-one"	7150442.998	2831796.75	12602786.53	29590098.32	10423240.49	46282752.38	25451094.71	2445235.961
L-Phenylalanine	10199282228	6562130569	9235825231	7426109835	947094013	804392499.2	3629450521	1471955234
Cyasterone	590512.8326	73569.85784	1913114.369	215730.7577	142979.2309	64526.66084	140049.585	115624.6683
Pregnenolone	3470223.652	1279878.41	3837321.327	2019761.251	23135374.35	83270228.06	42313053.72	29264965.72
"5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)chroman-4-one"	2943937.782	2549978.872	31219080.45	1903172.331	2989737.281	1258600.955	24032262.67	1431677.748
Methioninesulfoxide	17018648.6	17557319.47	22019720.68	92964844.69	1335741.931	4431512.829	17333059.25	2217035.806
LPE 18:3	4239082.472	14741852.46	7975774.656	338357.4806	5315893.046	2165827.086	5808771.333	1427771.633
2-Furoic acid	3112394.317	1554038.787	6935360.854	3317240.131	1017271.963	1077062.501	730755.7518	416433.8693
"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide"	30864673.58	58505561.19	51714206.48	64713163.26	27984480.46	42943961.64	48377743.41	45923594.49
Dimetghyl 4-Hydroxyisophthalate	576980.95	310956.4026	665079.049	515195.5688	938410.8754	528341.8957	1058850.654	421367.4637
"N1-(2,3-dihydro-1,4-benzodioxin-6-yl)acetamide"	2010750.114	461088.8994	1233482.748	724205.0642	276974.3174	131536.9208	170520.065	251566.4134
"N'-[6-(tert-butyl)thieno[3,2-d]pyrimidin-4-yl]-4-methylbenzohydrazide"	50352970.97	7737872.426	102025784.1	29944569.55	1959004.345	1897160.904	4007669.699	2839093.033
D-Fructose 6-phosphate	100251368	57740960.69	3362020.902	3499570.61	2730831.857	1985235.789	2068710.089	1454144.919
delta-Tocopherol	540407.6616	463459.3029	622422.3794	1510495.589	576011.7688	680916.4077	859025.3817	830872.3496
5α-Tetrahydrocortisol	250983.2042	954255.611	255513.4946	293980.1925	533192.1894	364202.0339	333459.2662	591218.7435
"5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one"	6492575.488	3058056.922	3762699.96	2465146.769	8880606.116	3611125.501	17206810.91	66650125.82
"1,7-bis(4-hydroxyphenyl)heptan-3-one"	50737050.97	23784721.9	101381755.6	24648367.17	26607988.2	14530341.1	32458260.44	29069799.26
ANK	477508.2034	188835.8948	474977.6363	226237.8763	207917.6684	662934.4188	1356262.377	203506.7595
GPH	1576490.594	467673.7579	1571176.769	847398.15	201099.5644	84274.90845	860355.6508	107194.7422
Methylmalonate	2625301.727	1944090.803	1997480.973	1730013.145	964421.5263	2240234.963	4818033.231	1213889.262
QNK	13047211.8	35092983.56	4792902.72	89407291.56	315967.3202	542318.1883	573626.4259	1591937.878
Ibuprofen metabolite A	14892310.65	16584102.97	42147222.62	32423750.48	822668.7439	782059.637	935286.9995	634729.3255
α-Boswellic acid	31393859.43	7598548.673	67619735.54	20337632.79	29948635.71	6106639.964	26215262.84	62885968.74
Corey Lactone Diol	8255172.37	11093548.71	35407791.2	39567611.84	15093474.97	9542069.47	7362507.892	6110179.702
LPC 18:0	14683210.24	23460596.08	41640429.66	17088164.02	1121959.063	6764680.286	1097249.037	2223582.986
PC (14:0e/2:0)	882654139.5	989452962.7	643120939.6	236044290.3	42696161.45	82622978.44	122838141	21470454.86
Progesterone	849331.0354	1512030.412	11066703.99	1320208.312	1656113.904	1259070.997	92116852.06	1604862.232
Prostaglandin G2	112191215.4	48413007.03	11567959.66	64610299.35	13756174.24	8468410.867	11918977.67	20418204.97
"N1-(3-amino-4-chlorophenyl)-2-[2,4-di(tert-pentyl)phenoxy]acetamide"	9601163.083	7361813.065	6435910.013	4918019.128	4680696.481	989655.7341	32682554.04	28816633.29
1-morpholino-3-(4-nitrophenoxy)propan-2-ol	52725289.35	13971112.63	97758343.69	35344474.31	14744711.75	15244271.21	7577774.13	5114808.481
Mevalonic acid	312132.9444	192281.124	289362.1836	349550.1804	332582.9158	615583.4942	32545792.96	770550.789
L-lysine	39095508.84	26138102.1	20039224.44	38584843.58	485287.4576	1085573.866	1903737.737	837087.0904
DL-Lysine	1317701801	956599138.4	836607787	1070614557	36045486.95	52682808.26	158138365.2	37015151.47
Nonanoic acid	7169958.849	4424279.031	40479682.01	12998192.56	16097392.67	4786643.368	23299767.04	11571893.08
PC (14:0e/3:0)	1094052682	951049079	497769148.9	154470777.4	5775770.565	17035760.34	6858248.826	12409156.93
"N,N-Diethylethanolamine"	2867325.218	1500632.974	95304198.65	39735625.42	7941183.848	2535028.624	967165.9356	404123.7196
D-3-Phenyllactic acid	325322.6105	194550.3138	277222.0774	253789.4337	373568.0297	201271.186	263028.1412	325298.7503
methyl isoquinoline-3-carboxylate	12291557.81	5671975.024	15410357.45	15468594.68	82559771.77	75795586.92	34948638.31	18126935.05
Pipecolic acid	1297458814	940820578.2	231407157.2	1052537263	35863740.67	51543734.45	156517377.7	36617572.78
"3,5-dimethyl-1-phenyl-1,5-dihydro-4H-pyrazolo[4,3-c]quinolin-4-one"	71295689.72	47430362.35	94211754.32	32184059.29	4235380.762	4914507.424	10029119.09	4791731.618
10-Undecenoic acid	58957182.03	127864627.7	368485507.5	164778982.7	55202708.96	10568782.27	29022685.2	61611682.92
2-Phenylpropionic acid	4530141.077	9040062.023	36410586.01	37258648.66	3138157.04	3747356.195	1654170.967	20401186.87
7-alpha-carboxy-17-alpha-carboxyethylandrostan lactone phenyl ester	985072.006	53078980.01	360365.6155	1135508.418	967678.0679	563702.7573	582633.5143	253861.0815
DMK	436273.5621	394528.8894	291613.8499	280216.5515	92511.55149	103087.9619	61162.27566	74702.42278
Thymidine	94693584.32	27797739.03	659112777	221309221.2	2489045.704	1360293.719	77922597.27	5848002.417
1-(6-methyl-3-pyridyl)ethan-1-one O1-ethyloxime hydrochloride	2184867.89	1232990.813	1882988.755	1529165.702	1704523.603	1021257.26	86816463.15	983383.1465
Naringenin	14608371.06	11019610.92	21336855.52	3222270.467	157620151.3	115190470.4	159028658.8	903823490.3
1-benzyl-3-butyl-4-hydroxy-6-phenylpyridin-2(1H)-one	7690704.969	20845670.37	17484933.35	27344123.28	520418579	10013478862	27369696.78	6021144.532
Stearic Acid	504438767.3	441872016.2	36769422.36	359930566.3	12683238.49	6963928.411	14279813.87	22870241.3
Prostaglandin E2-1-glyceryl ester	6771489.571	31162281.49	17037193.86	4932218.723	14034385.54	802627507.1	1506398591	82015468.92
LPE 20:2	65399986.27	52149061.9	13696365.34	2053890.416	1381805.217	1096642.423	1682973.069	2326808.431
ACar 9:1	772487.5234	443371.5083	1103384.733	694491.8804	1676741.561	73471968.57	31172484.57	524441.5197
Bilirubin	3419433.978	1857038.305	16879479.88	81847540.31	1342754.462	252603.1538	360033.0888	637834.5811
Ferulic acid	2180016.025	624110.1727	13571560.94	3163413.692	5269134.283	2124939.086	30642155.34	17517871.48
Acetophenone	5759025.829	2463041.637	9399917.433	13332249.5	81146716.41	73020536.47	46002017.07	29064577.45
"3-amino-1H-pyrazolo[4,3-c]pyridine-4,6-diol"	8233371.935	12456181.92	11202184.36	16183395.9	1591033.976	3525290.426	17887673.43	136825.4292
Poricoic acid A	10250307.52	5411108.178	38235540.13	9065040.785	444432.8726	226594.644	335477.9984	948186.8245
"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid"	9477425.39	11548016.16	12475979.72	5560989.635	45136914.43	9148127.616	84955578.01	45619003.59
gamma-Glutamylglutamic acid	41515278.28	19496549.31	16027232.12	16565375.85	686465.0894	326033.7499	7920901.47	3572341.149
Lysopc 18:3	1369018187	897205311.1	485909780.6	199611002.3	28326762.08	50455509.94	60587818.57	8990346.077
"2-(2-carboxy-2-methylpropyl)-4,6-dimethylbenzoic acid"	8498735.592	3242799.796	38022038.81	19549539.38	1507707.522	532659.0775	916159.9414	931344.6772
6-Hydroxymelatonin	32692745.43	22765906.92	24592613.54	35778594.31	10480178.57	5294100.758	9688197.09	12362617.6
"1,7-bis(3,4-dihydroxyphenyl)heptan-3-one"	57679173.74	29383177.41	49329530.24	11090642.68	73643768.02	24163412.61	83912357.42	53550442.56
Hydrocortisone	62210200.28	50932964.92	15366215.59	73387445.79	3336556.826	4064405.748	5288671.678	6907961.765
5-Methyluridine	74638306.82	50923411.65	27356759.18	12778458.83	3744689.565	32587762.2	18792009.89	4062646.412
1-Palmitoylglycerol	452607148	325939352.2	158527024.3	79737956.55	137650693	748162403.2	198290908.9	30555787.6
Guanosine monophosphate (GMP)	9816917.733	25285037.8	427418.4269	2052276.788	504408.2789	291747.7001	237273.3593	166673.4457
gamma-Glutamylmethionine	101604149.2	46970151.15	38790634.7	32096911.29	8237052.388	12431293.7	15671726.14	8184543.151
Hypoxanthine	328929908.4	104604652.2	1561124818	266566867.8	3862025.281	2296377.635	183972832.6	3586554.691
GPK	16530538.22	5447403.909	18197190.87	19089311.02	53592438.28	54457343.53	4843862.491	7550869.171
3-Isopropylmalic acid	3934779.391	9781584.107	8382285.045	9972682.547	22205893.12	1422937.617	480839537.8	28782331.42
PC (18:3e/2:0)	45742572.91	49388897.07	10632427.12	8819879.906	351413.9153	710936.496	363182.3844	669904.2932
3-[(Carboxycarbonyl)amino]-L-alanine	6493268.63	1959044.546	216607558.4	2319792.689	444405893.5	130138308	30047477.3	165552383.1
Inosine-5'-monophosphate (IMP)	4411892.365	24681609.89	436169.6831	612317.8569	636439.5141	368114.0303	281767.8885	201120.6803
N-(9-oxodecyl)acetamide	40679161.69	7336520.956	9813170.488	10382716.95	115754341.4	10155823.42	11225343.97	19028761.6
Guanidineacetic acid	2650618.247	2594596.131	5271396.588	1873752.496	24158260.03	31195893.29	2506523.723	7792790.683
Acetanilide	20977803.08	7511428.984	51967834.02	77009362.33	8659577.183	9924999.077	65398489.07	6887312.426
Pyridoxal 5'-phosphate hydrate	1272531.693	609857.8041	8069077.214	7436354.043	30133640.2	3670758.019	12725384.04	14118415.16
L-Glutathione oxidized	523210553.5	856845361.3	12279165.6	2157211.279	1020520.22	718706.0977	861287.8497	822710.9116
Lysope 18:1	67252782.57	48408679.24	21010762.85	8210026.444	1393462.082	1348957.708	1312107.881	1825721.484
PC (14:0e/4:0)	645776008.7	852805944.6	808015424	407008382.4	13364681.77	113653948	10195762.67	15793707.91
4-(Diethylamino)benzaldehyde	853407.3361	557610.7347	921022.5167	1205426.456	1350615.133	67913526.35	38452806.93	63314016.64
ACar 20:1	67874934.54	48022554.98	4029637.47	9906276.839	304752.0118	270929.8584	146601.8499	205229.4664
Linustatin	56036614.88	43165125.34	63029207.68	6170035.544	1459284.228	2237706.206	6146407.206	1798403.151
PC (18:4e/2:0)	624765498.8	839615508.7	77621693.65	113072168.3	1262026.94	3254505.89	1913683.971	775148.9313
4-morpholinobenzoic acid	18664807.56	8524991.799	32754066.84	16893028.18	37109570.26	42933941.37	8444451.735	7987338.027
2'-Deoxyinosine	77750226.86	16386286.93	580841665.2	61879011.13	689578.8188	628416.4776	37429234.88	670539.2335
13-OxoODE	4905048.211	47519140.56	7945334.639	4987418.483	7454925.447	4207184.714	11955548.31	5037935.43
Sinapinic acid	4622809.232	1216408.628	4151436.244	7298587.019	3094658.912	2236291.575	4088249.672	1753800.091
Kinetin	3900267.634	1844847.675	9394451.372	7282699.038	10314069.19	15125983.5	1176963.277	14472532.86
L-Homoserine	40869747.36	47461418.94	38108007.01	25814178.95	5039329.823	4136951.505	9222919.448	6183925.198
Isophorone	22577752.55	9368220.885	83710960.42	29334548.84	50119339.71	32621041.94	26793075.62	27220448.9
"6-methyl-7-nitro-2,3-dihydro-1,4-benzodioxine"	4709222.968	1061227.551	3960066.83	3803177.484	11610285.79	4666539.552	77863693.12	14333242.81
"2-[(3S)-1-Benzyl-3-pyrrolidinyl]-1,3-benzothiazole"	26881172.31	23824876.66	83309062.95	22952303.83	9177130.674	3216121.733	10105992.08	15521160.81
Isohomovanillic acid	5713223.083	4015890.471	9801432.361	16607687.53	95211133.57	36508669.24	13089856.12	42947328.49
Taurine	55193837.7	35735797.67	11633297.24	20982329.14	16598973.72	19594063.4	32186624.33	96113328.17
2-(4-aminophenoxy)isophthalonitrile	364574.1008	211173.3571	291975.8191	234458.2917	202141.64	16988265.46	13709597.41	1966042.218
"11(Z),14(Z)-Eicosadienoic Acid"	274029998.7	346891664.1	82832558.85	529930470.5	6226316.2	7765417.021	14561017.36	24398957.22
ACar 18:0	57696070.34	46508498.24	18244706.52	31183261.29	490851.3265	1529457.04	251289.7313	572204.7056
Adenine	928125.0897	311966.4043	1237456.983	1999410.319	2355877.111	619541.4588	1513752.858	8287497.352
PC (18:1/20:5)	4479034.743	3798290.694	40846185.48	73136571.69	7631201.007	8075612.57	3353797.191	5039453.332
"2-methyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-4-one"	73586852.81	46271682.76	38499900.08	43410363.74	18016689.99	9474124.766	27004949.69	13376745.27
Thromboxane B3	26714117.07	13966196.3	28151769.25	11915278.36	6454058.604	3017253.164	6674276.162	11094737.47
Gly-Val	54675739.07	46179485.28	22521052.28	10438534.77	5330519.257	4263352.783	11685009.96	5480273.128
(±)13-HODE	43503024.46	69931512.35	39785159.29	16522091.42	230252487.3	50031832.8	443050580.8	259848808.6
trans-Petroselinic Acid	27448895.26	22926163.33	4957628.289	2081550.979	1615280.712	809792.7491	4862116.529	1560689.54
5-S-cysteinyldopaquinone	2675170.026	5617153.619	7288102.411	7436216.038	11133556.24	14568533.04	3611124.484	2092998.431
6-bromo-3-(2-phenylethanhydrazonoyl)-2H-chromen-2-one	17451959.91	1972010.844	21448140.48	14454334.5	1357215.764	467673.0714	12161699	10175473.77
"2-(5-mercapto-4-methyl-4H-1,2,4-triazol-3-yl)acetonitrile"	369241146.6	29386639.91	423669668.9	36798202.62	682085845.1	2361907651	162541136.6	1110484943
4-(9H-fluoren-9-yl)pyridine	44871204.12	9807921.032	80467382.18	46151701.74	4200466.581	16096299.8	4402259.718	4226050.257
3-Methylhistidine	16817849.81	10435755.82	15437629.93	19591419.9	36400578.98	64050195.16	6924292.704	22209806.69
gamma-Glutamyltyrosine	91368393.46	31459745.59	42511583.1	44100682.46	3787586.857	1417634.481	13489977.35	3045642.038
Cryptotanshinone	16429751.19	2043917.052	79779124.45	31114043.36	866702.7599	1350810.355	1183428.449	980864.7216
D-(-)-Fructose	278153034.5	155770623.4	335306134	225219672.5	269674117.5	59326637.29	105093247.4	197633194.5
N-Tetradecanamide	436662325.7	805278584.4	495532209.4	748649247.7	299872021.8	535470294.1	562405621.1	828330784
N-Acetylalanine	19616607.98	11374308.32	15784581.52	12640368.51	4475806.294	4423964.12	4995750.216	5948771.37
3-Hydroxyanthranilic Acid	36672218.87	31380549.47	240792722.5	216500016.7	417863284.7	1133974505	262492856.9	158247357.9
N-Acetylanthranilic acid	1242545.409	3796111.074	16643421.25	31401329.57	9399199.961	2305157.062	5986242.473	3109945.894
PC (16:2e/4:0)	48300437.01	44874494.44	11763421.66	4737201.223	490430.2524	423658.6012	553140.0529	1146444.561
LPE 14:0	30782820.5	18129793.57	51644018.24	7043877.473	9461095.548	11796402.17	73899724.08	11927130.37
Folinic acid	527861.9581	231902.2975	1335212.521	214358.0486	3270359.516	3685886.366	8665857.004	6191840.56
3-Acetoxyurs-12-en-23-oic acid	30674619.57	3156976.544	32792769.2	18164045.79	43145572.09	5352622.718	18023217.77	80655353.1
2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid	18992374.98	6689400.258	78281152.53	11552801.75	38402713.86	18407638.16	9327056.526	30041871.51
2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid	43508732.25	141807166.7	105382647.1	1237777678	105378399.4	341123416.6	55280593.41	71360999.23
1-(3-methoxy-2-nitrostyryl)pyrrolidine	48005506.99	32467751.4	64602545.79	69717337.57	44942617.53	13456488.43	23238827.47	47025244.9
N-Methylhydantoin	6217458.695	2552894.436	3183270.86	3325260.216	15857197.33	8420717.417	3247204.889	1749063.864
5-Phenylvaleric Acid	15900713.16	3930571.938	53725919.49	69505711.84	12811231.06	8617303.508	5921700.023	5906811.184
ethyl 5-methoxy-2-methyl-1-phenyl-1H-indole-3-carboxylate	20794903	44026071.08	36636373.47	7657233.024	11213689.18	10979488.81	10370418.98	13389876.65
Glutaconic acid	13621389.24	8256939.641	30948882.78	38707345.87	40219229.15	225645713.6	116876486.3	15821108.78
LPE 15:0	185648212.7	103148935.9	525493023.7	81877010.23	6454314.844	541758.7635	102377551.3	36530895.6
Oxaceprol	20252316.99	7854580.307	45602825.68	32982298.78	7187656.438	8556684.375	9366337.107	16437078
Boldione	2987736.099	1531343.947	3843382.901	2039190.187	1695426.824	1980061.826	72217616.76	1273509.478
Sakuranetin	1166543.841	1200183.96	1510812.632	1134256.147	3413693.517	4208526.296	3421733.023	11731909.34
Glycyl-L-leucine	56027555.95	43548028.27	32582220.44	13214887.16	13141862.38	6265357.217	38452668.22	23785014.65
Noradrenaline	33112069.49	21700544.96	61283316.08	24716910.41	57357894.43	61279857.62	30815059.88	24973918.05
cis-7-Hexadecenoic Acid	62694050.35	6133017.297	4806449.695	5984680.42	5503700.555	24349733.2	9435096.793	5116903.577
N-Propionylglycine	12331427.26	13624206.75	34943666.78	9273669.682	8256564.117	4652888.481	3953414.615	11600741.92
D(+)-Phenyllactic acid	10512866.78	9495456.392	31975616.43	16903977.47	9796115.625	9300106.072	10083576.61	1921914.681
MAG (18:4)	90875287.23	79914565.01	253842771.1	269633982.8	1171050919	426635289.5	1270899166	201538551.6
2-(Dimethylamino)Guanosine	6580302.534	1500039.982	8618730.582	1989602.802	3395517.301	7524096.489	8751086.341	9786052.949
5-Methyl-2'-deoxycytidine	9984190.745	5766844.091	16108427.73	20035557.44	27779121.65	60618301.87	10808705.4	9946723.01
tetranor-12(R)-HETE	28543630.69	17372594.99	40687898.27	44833852.01	45025197.24	12788341.6	24628281.42	49624066.59
Biotin	9218319.345	1131964.573	7252564.039	6416184.351	70118722.96	60347356.58	13966676.77	8319710.19
L-Glutamine	857062195.4	763738750.5	573670305.1	576350428.2	103288362.1	146202744.1	290216355.6	155586128
4-(5-pentylpyrimidin-2-yl)benzonitrile	464160.3954	199318.2241	416552.4867	342874.7246	307230.1309	154263.8816	70157344.33	314650.1318
Alanyltyrosine	46509011.79	42587793.41	6045507.385	4266819.652	6502804.63	10724924.44	3788728.528	2449992.054
1-adamantyl(piperidino)methanone	7178996.793	17125767.89	7594121.15	5410107.581	12307323.01	59820050.34	1022448.192	1408411.976
"2,3-Diaminopropionic acid"	1546534.056	1378224.602	390694.7544	6463454.071	25775536.47	1463589.112	3403101.411	1907602.137
Prostaglandin D1	2877005.162	3205242.952	11378599.09	4863441.457	10174213.64	7044429.757	7737696.463	4915386.767
Isobavachalcone	14224699.82	3688328.988	30939857.98	4433125.936	439591.4196	294343.9081	870617.4079	555747.0085
Glu-Gln	33624721.02	20606564.79	6573362.89	8089198.838	1396567.708	1099892.98	5121195.886	3294594.133
gamma-Nonanolactone	19283189.43	7345115.25	73378239.56	25587411.88	43030875.61	33919075.28	23546383.82	22654536.09
"1-(3,4-dimethoxyphenyl)ethan-1-one oxime"	41447361.53	41437293.35	41018014.99	13728206.46	5499938.912	4239354.784	12192082.87	7604851.664
Isoproterenol	69527782.23	65185527.48	302762119.6	415634639.7	707912735.4	1054916632	180990860	87934225.3
Androstenedione	3677927.268	4088230.559	9883221.397	4857858.483	2519494.497	2996041.722	68041022.61	4448841.322
Maltotriose	2499547.451	8749394.189	17227103.81	3194423.683	89052724.81	9590634.533	393833186.7	454536003.8
Avobenzone	12662269.86	6937470.041	25049607.95	64463642.65	6115026.516	16383373.23	12939015.75	9276491.022
Linoleic Acid	4556658.282	20348250.78	28194295.94	5035616.198	7722518.865	4238052.101	14720402.1	5924138.326
Corticosterone	14385222.63	12231016.57	39693114.23	10447688.23	28927165.21	4501243.768	66922699.86	29846751.27
N-Acetyl-aspartic acid	1009434.69	298428.0999	1131733.358	462254.4551	5342115.37	5589840.309	16653392.09	11800638.95
LPC 15:0	974993168.3	728886836.4	332001012.2	91862870.67	3325577.863	5529260.837	1465939.149	3251532.467
16-Hydroxyhexadecanoic acid	523057510.6	199352750.3	53527846.99	272908098.6	7437358.696	4101794.545	4663535.83	24464949.74
Cholecalciferol	6827716.575	2331149.159	14760128.08	62370607.83	22175693.37	3623003.236	9693449.599	58553311.15
(4-benzoylpiperidino)[4-(tert-butyl)phenyl]methanone	915698.9097	818266.8853	1258528.757	914292.0597	9860660.207	55678228.62	1183861.522	887808.7852
Protoporphyrin IX	767532.8995	1394270.165	411019.6074	27882697.35	234211.0082	75271.40033	1284930.786	233087.6926
"5,7-dihydroxy-2-phenyl-4H-chromen-4-one"	38372665.46	22256762.22	69659196.36	33053660.2	4045580.457	7448766	16816347.99	1703246.323
4-chloro-1H-indazol-3-amine	26442659.81	36798159.77	67434704.42	57790093.8	92670595.56	203655497.1	124639792.5	21042089.29
N-gamma-Acetyl-N-2-Formyl-5-Methoxykynurenamine	26788103.8	19812697.31	3274402.959	7143859.711	3296014.949	4088418.796	1291886.761	3850176.232
ELK	41438727.34	20900178.07	34456984.39	20075446.77	15692452.88	5699625.343	64654266.41	38609912.83
Muscone	4429920.878	2079224.208	5245283.5	3590251.306	29658105.41	12771869.25	9173336.365	15582487.2
Trehalose	4618637.441	3078578.074	6835601.363	3116038.248	17294568.6	3845069.057	45846930.18	80122881.85
D-Sphingosine	392602194.9	312796318.4	770074474	338183608.4	81402049.96	408734536.7	43325718.23	90372887.44
PC (20:5e/2:0)	8082076.831	38784201.59	1943859.881	5223658.917	356488.427	410931.573	692776.5848	3142246.214
17α-Hydroxypregnenolone	11917897.85	747567.4601	29024610.01	8466993.993	475745.1569	83087.73015	209783.3068	2443336.84
"2,4-Dihydroxybenzoic acid"	420147.2992	323512.2163	520889.119	449478.8293	24055703.18	4380835.882	2143443.813	10289191.44
"7-Hydroxy-3,4-dihydrocarbostyril"	21708410.62	6063950.131	41296682.44	25225120.36	1347397633	2272195863	626799668.7	64151778.47
Monoolein	4108844648	4433089542	1872911567	266086813.8	10284171396	8755313682	6114933244	1722071717
6-Phosphogluconic Acid Trisodium Salt	1832916.435	888179.7068	775669.6608	984003.264	19196751.54	12395268.09	4992185.221	12727713.02
N7-Methylguanosine	20315356.92	11147428.82	28805675.82	14774506.5	332577.9129	68066.9852	2760909.099	1279465.343
DY131	1011497.486	791968.9525	1808805.056	3095030.417	4786011.799	12279623.29	1186986.545	1038551.19
HMK	32361231.87	7996111.553	19112649.61	16205296.81	26637731.46	40097832.94	28825632.02	14693018.43
Xylitol	2179150.473	2070133.371	4096184.048	3636888.551	8298649.361	12263780.82	20499901.59	3015962.146
5-Hydroxyindole-3-acetic acid	10125033.63	14014225	20733650.59	22117517.68	90217470.21	38286449.86	7605481.599	9332605.607
FNK	510832.2775	2575853.88	10665192.99	60291571.73	3063785.78	2461544.63	5085447.661	489431.846
Batyl alcohol	442005537	699322448.8	956626179.5	573763016.7	21063850.6	139809756	47607717.33	145184433.9
Ala-trp	5058040.504	10186601.56	14248477.56	7402831.419	52772110.44	53285271.88	9580747.188	6623854.8
Isoeugenyl acetate	45185598.19	12968886.45	66719114.89	44939115.85	32367853.82	26938202.17	9783987.311	9693149.279
15-keto Prostaglandin E1	16952979.17	5909103.382	23930600.66	4240210.136	20777285.67	12121098.45	9117173.604	9862624.181
D-Sedoheptulose 7-phosphate	230003617.6	309178016.1	4066215.746	4329645.555	3199641.478	1571032.181	2611866.88	2398580.811
allantoate	858889.9507	646972.7039	760863.5009	1954144.96	5300651.796	12072826.67	420131.1983	1646565.194
Methyl EudesMate	2702989.88	1910505.979	26758192.82	26600886.92	1361441.102	1837784.945	803798.9315	399750.9661
Quillaic acid	29102119.78	10329179.26	65405914.31	9099091.535	968616.7705	734821.4336	1562994.529	2139614.615
Deoxyinosine	34056835.92	303214566.9	5431870.261	2675645.352	5522205.001	2179613.356	11621388.4	8060395.128
fentanyl-d5	1634558.535	3793100.355	6915313.217	11135998.08	7524461.053	21706398.37	60680989.9	12906252.58
Thromboxane B1	8813645.344	7998045.564	14101617.19	11444426.81	12667470.08	5166651.575	7269450.205	11944660.68
3-Methoxytyramine	18147579.66	4568507.241	52057562.48	28385093.12	86507356.13	2639830.404	3423800.515	2368184.012
Guanethidine Monosulfate	414797.8446	201730.5633	898766.2542	421171.2503	454131.5633	257936.9655	493568.633	396430.8812
Diosmetin	2659566.914	1403485.53	10901042.34	5260169.477	10043810.25	5649536.128	16140213.76	2943468.504
"4-Pregnen-17alpha,20alpha-Diol-3-One"	26169753.54	2785351.927	64617293.61	32920982.61	2613699.678	1503926.929	1235374.501	5408681.304
LPC 16:0	3082017013	3512791322	1284372858	550021798.9	60422967.82	130628859.9	224701218	48964250.03
2-Hydroxycinnamic acid	8484158277	6147997658	8330487010	5775054969	326979180.4	84347427.92	1549283251	532161536.6
